# Steple pair pool
# Generated: 2026-06-06
# Word length: 4   Moves: 4–5   Sample: 500,000
# Pairs: 19752 (easy: 13521, medium: 6231, hard: 0)
# Format: START,TARGET  # score=N tier=X moves=N avg=N min=N conc=N
# ── Easy (score 1–6, moves 4) ───────────────────────────
CHIN,KEEP  # score=7 tier=medium moves=5 avg=11.2 min=8 conc=0.46
CHIN,BOND  # score=7 tier=medium moves=5 avg=14.7 min=8 conc=0.44
CHIN,WOKE  # score=7 tier=medium moves=5 avg=14.3 min=8 conc=0.48
CHIN,FOLD  # score=7 tier=medium moves=5 avg=13.5 min=11 conc=0.45
CHIP,CODE  # score=7 tier=medium moves=5 avg=13.2 min=8 conc=0.43
CHIP,PORK  # score=7 tier=medium moves=5 avg=12.2 min=9 conc=0.46
CHIP,TONE  # score=7 tier=medium moves=5 avg=14.8 min=8 conc=0.47
CHIP,COKE  # score=7 tier=medium moves=5 avg=13.3 min=8 conc=0.42
CHIP,WORM  # score=7 tier=medium moves=5 avg=12.5 min=10 conc=0.46
CHIP,LOST  # score=7 tier=medium moves=5 avg=13.5 min=11 conc=0.48
CHIP,FORK  # score=7 tier=medium moves=5 avg=12.5 min=9 conc=0.47
CHIP,COLD  # score=7 tier=medium moves=5 avg=13.3 min=11 conc=0.48
CHIP,CAMS  # score=7 tier=medium moves=5 avg=12.3 min=8 conc=0.47
CHIT,BOOM  # score=7 tier=medium moves=5 avg=12.8 min=8 conc=0.48
CHIT,LOSE  # score=7 tier=medium moves=5 avg=14 min=8 conc=0.48
CHIT,COPE  # score=7 tier=medium moves=5 avg=15.7 min=8 conc=0.46
CHIT,PROG  # score=7 tier=medium moves=5 avg=9.7 min=8 conc=0.55
CHIT,COME  # score=7 tier=medium moves=5 avg=15.7 min=8 conc=0.46
CHIT,POLE  # score=7 tier=medium moves=5 avg=16.3 min=8 conc=0.46
CHIT,TOLD  # score=7 tier=medium moves=5 avg=13.3 min=8 conc=0.51
CHOP,DAME  # score=7 tier=medium moves=5 avg=12 min=8 conc=0.5
CHOP,BAIL  # score=7 tier=medium moves=5 avg=13 min=9 conc=0.52
CHOP,TIME  # score=7 tier=medium moves=5 avg=13.2 min=8 conc=0.4
CHOP,CITE  # score=7 tier=medium moves=5 avg=14.3 min=8 conc=0.42
CHOP,WARP  # score=7 tier=medium moves=5 avg=11.2 min=8 conc=0.52
CHOP,TORI  # score=7 tier=medium moves=5 avg=15.5 min=9 conc=0.49
CHOP,CARE  # score=7 tier=medium moves=5 avg=14.7 min=8 conc=0.46
CHOP,CURE  # score=7 tier=medium moves=5 avg=16.8 min=8 conc=0.39
CHOP,FAME  # score=7 tier=medium moves=5 avg=14.3 min=8 conc=0.45
CHOW,DOME  # score=7 tier=medium moves=5 avg=13 min=7 conc=0.38
CHOW,CAME  # score=7 tier=medium moves=5 avg=12.2 min=7 conc=0.41
CITE,COAL  # score=7 tier=medium moves=5 avg=15.5 min=7 conc=0.43
CITE,HANK  # score=7 tier=medium moves=5 avg=20.2 min=16 conc=0.45
CITE,LAID  # score=7 tier=medium moves=5 avg=18.2 min=12 conc=0.47
CITE,HOOD  # score=7 tier=medium moves=5 avg=18.8 min=12 conc=0.46
CITE,CHAT  # score=7 tier=medium moves=5 avg=16.8 min=11 conc=0.43
CLAD,HEAL  # score=7 tier=medium moves=5 avg=13.8 min=9 conc=0.52
CLAD,CAST  # score=7 tier=medium moves=5 avg=13.7 min=9 conc=0.53
CLAM,GEEK  # score=7 tier=medium moves=5 avg=12.3 min=11 conc=0.49
CLAM,SPIN  # score=7 tier=medium moves=5 avg=10.5 min=8 conc=0.54
CLAM,SUED  # score=7 tier=medium moves=5 avg=14.3 min=11 conc=0.44
CLAM,CELL  # score=7 tier=medium moves=5 avg=14.3 min=11 conc=0.52
CLAW,FELL  # score=7 tier=medium moves=5 avg=13.5 min=9 conc=0.58
COAL,BURN  # score=7 tier=medium moves=5 avg=12.8 min=7 conc=0.45
COAL,LENT  # score=7 tier=medium moves=5 avg=15.7 min=7 conc=0.44
COAL,DENT  # score=7 tier=medium moves=5 avg=15.5 min=7 conc=0.45
COAL,LUSH  # score=7 tier=medium moves=5 avg=12.2 min=7 conc=0.49
COAL,CAME  # score=7 tier=medium moves=5 avg=13 min=7 conc=0.45
COAL,PACT  # score=7 tier=medium moves=5 avg=13.3 min=7 conc=0.44
COAL,HALO  # score=7 tier=medium moves=5 avg=12.3 min=7 conc=0.45
COAL,DASH  # score=7 tier=medium moves=5 avg=14 min=7 conc=0.55
COAL,RENT  # score=7 tier=medium moves=5 avg=15 min=7 conc=0.46
COAL,CAKE  # score=7 tier=medium moves=5 avg=16.5 min=7 conc=0.41
COAL,SHOE  # score=7 tier=medium moves=5 avg=10.7 min=7 conc=0.49
COAL,LONE  # score=7 tier=medium moves=5 avg=14.5 min=7 conc=0.45
COAT,RANK  # score=7 tier=medium moves=5 avg=13.7 min=9 conc=0.44
COAT,LAME  # score=7 tier=medium moves=5 avg=19.7 min=11 conc=0.4
COAT,LEAP  # score=7 tier=medium moves=5 avg=13 min=9 conc=0.45
COAT,REAP  # score=7 tier=medium moves=5 avg=12.7 min=8 conc=0.42
COAT,SEES  # score=7 tier=medium moves=5 avg=19.5 min=11 conc=0.37
COAT,HAIL  # score=7 tier=medium moves=5 avg=16.5 min=11 conc=0.45
COAT,WAGE  # score=7 tier=medium moves=5 avg=16.5 min=11 conc=0.49
COCA,HELP  # score=7 tier=medium moves=5 avg=12.8 min=8 conc=0.44
COCA,CHAR  # score=7 tier=medium moves=5 avg=12.2 min=8 conc=0.49
COCA,HEAD  # score=7 tier=medium moves=5 avg=13.3 min=8 conc=0.44
CODE,THAT  # score=7 tier=medium moves=5 avg=15.5 min=10 conc=0.45
CODE,CHAP  # score=7 tier=medium moves=5 avg=15.7 min=11 conc=0.45
COIL,SEND  # score=7 tier=medium moves=5 avg=12.8 min=9 conc=0.6
COIL,BEAU  # score=7 tier=medium moves=5 avg=12.2 min=7 conc=0.48
COIL,GRIM  # score=7 tier=medium moves=5 avg=12.3 min=8 conc=0.55
COIL,LINE  # score=7 tier=medium moves=5 avg=18.2 min=8 conc=0.44
COIL,SCAR  # score=7 tier=medium moves=5 avg=10.8 min=8 conc=0.55
COIL,CAME  # score=7 tier=medium moves=5 avg=14.2 min=8 conc=0.46
COIL,STAR  # score=7 tier=medium moves=5 avg=10.8 min=8 conc=0.53
COIN,RANG  # score=7 tier=medium moves=5 avg=13.7 min=10 conc=0.55
COIN,BOTH  # score=7 tier=medium moves=5 avg=18 min=8 conc=0.43
COIN,BITS  # score=7 tier=medium moves=5 avg=20.3 min=8 conc=0.45
COIN,DUKE  # score=7 tier=medium moves=5 avg=16.2 min=8 conc=0.41
COIN,RIDE  # score=7 tier=medium moves=5 avg=16.3 min=8 conc=0.44
COIN,MULE  # score=7 tier=medium moves=5 avg=17.5 min=8 conc=0.41
COIN,GRAB  # score=7 tier=medium moves=5 avg=10.8 min=8 conc=0.6
COIN,RANK  # score=7 tier=medium moves=5 avg=13 min=10 conc=0.54
COIN,PLAT  # score=7 tier=medium moves=5 avg=11 min=8 conc=0.48
COIN,LACE  # score=7 tier=medium moves=5 avg=18.3 min=8 conc=0.44
COIN,SIMS  # score=7 tier=medium moves=5 avg=18.3 min=8 conc=0.45
COIN,DICE  # score=7 tier=medium moves=5 avg=18.8 min=8 conc=0.45
COKE,WHAT  # score=7 tier=medium moves=5 avg=15.7 min=10 conc=0.44
COKE,CHAP  # score=7 tier=medium moves=5 avg=15.8 min=11 conc=0.45
COKE,PROP  # score=7 tier=medium moves=5 avg=13.3 min=8 conc=0.43
COKE,CROW  # score=7 tier=medium moves=5 avg=13.2 min=8 conc=0.43
COLA,PINK  # score=7 tier=medium moves=5 avg=20.3 min=14 conc=0.45
COLA,LANG  # score=7 tier=medium moves=5 avg=21 min=14 conc=0.46
COLD,LANG  # score=7 tier=medium moves=5 avg=14.7 min=11 conc=0.48
COLD,HANG  # score=7 tier=medium moves=5 avg=14.3 min=11 conc=0.49
COLD,NEAT  # score=7 tier=medium moves=5 avg=15.5 min=13 conc=0.46
COLE,MAID  # score=7 tier=medium moves=5 avg=21.2 min=11 conc=0.48
COLE,READ  # score=7 tier=medium moves=5 avg=17.3 min=12 conc=0.41
COLE,CHOW  # score=7 tier=medium moves=5 avg=13.5 min=7 conc=0.38
COLT,LEAD  # score=7 tier=medium moves=5 avg=16 min=13 conc=0.4
COLT,SHIN  # score=7 tier=medium moves=5 avg=12.2 min=8 conc=0.46
COLT,SEAM  # score=7 tier=medium moves=5 avg=17 min=12 conc=0.36
COLT,KIND  # score=7 tier=medium moves=5 avg=14.5 min=12 conc=0.42
COLT,LAMA  # score=7 tier=medium moves=5 avg=19.2 min=8 conc=0.42
COLT,YEAR  # score=7 tier=medium moves=5 avg=17 min=13 conc=0.49
COLT,RAND  # score=7 tier=medium moves=5 avg=15.2 min=11 conc=0.39
COMA,LUST  # score=7 tier=medium moves=5 avg=14.5 min=10 conc=0.42
COMA,CHIT  # score=7 tier=medium moves=5 avg=12.5 min=8 conc=0.45
COMA,SANG  # score=7 tier=medium moves=5 avg=17 min=10 conc=0.49
COMA,LAND  # score=7 tier=medium moves=5 avg=19 min=10 conc=0.42
COMA,TUNA  # score=7 tier=medium moves=5 avg=14.5 min=7 conc=0.39
COMA,CHIN  # score=7 tier=medium moves=5 avg=14.3 min=8 conc=0.43
COMA,PROF  # score=7 tier=medium moves=5 avg=10 min=8 conc=0.51
COMA,DIRT  # score=7 tier=medium moves=5 avg=15.7 min=9 conc=0.4
COMA,HELP  # score=7 tier=medium moves=5 avg=13.2 min=9 conc=0.43
COMA,LING  # score=7 tier=medium moves=5 avg=20.7 min=10 conc=0.42
COMB,SOIL  # score=7 tier=medium moves=5 avg=11 min=7 conc=0.49
COMB,DART  # score=7 tier=medium moves=5 avg=17.7 min=7 conc=0.45
COMB,DING  # score=7 tier=medium moves=5 avg=17 min=7 conc=0.45
COMB,FARM  # score=7 tier=medium moves=5 avg=17.8 min=7 conc=0.44
COMB,NICE  # score=7 tier=medium moves=5 avg=15.3 min=7 conc=0.48
COMB,HIST  # score=7 tier=medium moves=5 avg=14.2 min=7 conc=0.47
COMB,RANT  # score=7 tier=medium moves=5 avg=16.2 min=7 conc=0.41
COMB,LING  # score=7 tier=medium moves=5 avg=20.2 min=7 conc=0.42
COME,RAND  # score=7 tier=medium moves=5 avg=18.2 min=12 conc=0.42
COME,LEST  # score=7 tier=medium moves=5 avg=18.2 min=16 conc=0.48
COME,LAID  # score=7 tier=medium moves=5 avg=19.3 min=12 conc=0.43
COME,SHIP  # score=7 tier=medium moves=5 avg=12.2 min=8 conc=0.39
COME,LIFT  # score=7 tier=medium moves=5 avg=15.3 min=9 conc=0.44
COME,LEAD  # score=7 tier=medium moves=5 avg=18.7 min=10 conc=0.42
COME,THIN  # score=7 tier=medium moves=5 avg=14.3 min=8 conc=0.42
COMP,LUCK  # score=7 tier=medium moves=5 avg=13.7 min=8 conc=0.52
COMP,LAND  # score=7 tier=medium moves=5 avg=15.3 min=8 conc=0.47
COMP,DUDE  # score=7 tier=medium moves=5 avg=16.7 min=8 conc=0.4
COMP,LICK  # score=7 tier=medium moves=5 avg=13.5 min=8 conc=0.52
COMP,BAIL  # score=7 tier=medium moves=5 avg=12.8 min=8 conc=0.52
CONE,SHOP  # score=7 tier=medium moves=5 avg=14.8 min=8 conc=0.4
CONE,TEAR  # score=7 tier=medium moves=5 avg=22.3 min=18 conc=0.45
CONE,GRIN  # score=7 tier=medium moves=5 avg=13.7 min=8 conc=0.56
CONE,BUSH  # score=7 tier=medium moves=5 avg=20.2 min=13 conc=0.47
CONE,MAID  # score=7 tier=medium moves=5 avg=17.8 min=11 conc=0.46
CONE,THAT  # score=7 tier=medium moves=5 avg=16.8 min=10 conc=0.44
CONN,BALD  # score=7 tier=medium moves=5 avg=14.7 min=8 conc=0.48
CONN,BASH  # score=7 tier=medium moves=5 avg=19.3 min=8 conc=0.49
CONN,GRAN  # score=7 tier=medium moves=5 avg=10.8 min=8 conc=0.6
CONN,BIRD  # score=7 tier=medium moves=5 avg=14.2 min=8 conc=0.46
CONN,GRIM  # score=7 tier=medium moves=5 avg=11.3 min=8 conc=0.57
CONN,TEAL  # score=7 tier=medium moves=5 avg=20 min=8 conc=0.47
CONN,LAMP  # score=7 tier=medium moves=5 avg=12.5 min=8 conc=0.51
CONS,BEAM  # score=7 tier=medium moves=5 avg=19.3 min=11 conc=0.43
COOK,FEAT  # score=7 tier=medium moves=5 avg=16.8 min=14 conc=0.45
COOK,DELL  # score=7 tier=medium moves=5 avg=14.5 min=11 conc=0.52
COOL,BALD  # score=7 tier=medium moves=5 avg=12.5 min=11 conc=0.51
COOL,HAUL  # score=7 tier=medium moves=5 avg=13.5 min=8 conc=0.55
COOL,WARM  # score=7 tier=medium moves=5 avg=13 min=8 conc=0.51
COOL,WERE  # score=7 tier=medium moves=5 avg=13.2 min=8 conc=0.51
COOL,STEP  # score=7 tier=medium moves=5 avg=11 min=7 conc=0.44
COOL,SKIP  # score=7 tier=medium moves=5 avg=11.3 min=9 conc=0.42
COON,TALK  # score=7 tier=medium moves=5 avg=15.5 min=11 conc=0.47
COON,SIMS  # score=7 tier=medium moves=5 avg=20 min=8 conc=0.47
COON,RIDE  # score=7 tier=medium moves=5 avg=18 min=8 conc=0.47
COON,DUKE  # score=7 tier=medium moves=5 avg=17.8 min=8 conc=0.43
COOP,BANE  # score=7 tier=medium moves=5 avg=18 min=8 conc=0.45
COOP,LAKE  # score=7 tier=medium moves=5 avg=15.2 min=8 conc=0.48
COOP,MAKE  # score=7 tier=medium moves=5 avg=17 min=8 conc=0.46
COOP,BITE  # score=7 tier=medium moves=5 avg=16.3 min=8 conc=0.44
COOP,FAKE  # score=7 tier=medium moves=5 avg=16 min=8 conc=0.48
COOP,FADE  # score=7 tier=medium moves=5 avg=15.8 min=8 conc=0.47
COOP,WART  # score=7 tier=medium moves=5 avg=13.5 min=8 conc=0.52
COOP,YARD  # score=7 tier=medium moves=5 avg=13.5 min=8 conc=0.53
COOP,KART  # score=7 tier=medium moves=5 avg=12.5 min=8 conc=0.58
COOP,PAGE  # score=7 tier=medium moves=5 avg=14.5 min=8 conc=0.5
COOP,PART  # score=7 tier=medium moves=5 avg=14.2 min=8 conc=0.5
COOP,FAIR  # score=7 tier=medium moves=5 avg=12.8 min=8 conc=0.55
COPE,WISH  # score=7 tier=medium moves=5 avg=14.2 min=10 conc=0.47
COPE,SAID  # score=7 tier=medium moves=5 avg=19.5 min=12 conc=0.44
COPE,HEAD  # score=7 tier=medium moves=5 avg=17.5 min=12 conc=0.42
COPE,CHIP  # score=7 tier=medium moves=5 avg=13.7 min=8 conc=0.41
COPE,BIRD  # score=7 tier=medium moves=5 avg=21.5 min=8 conc=0.4
COPE,CHAD  # score=7 tier=medium moves=5 avg=16 min=10 conc=0.45
COPS,SHIN  # score=7 tier=medium moves=5 avg=15.5 min=8 conc=0.42
COPY,WARP  # score=7 tier=medium moves=5 avg=14.2 min=11 conc=0.48
CORD,RISE  # score=7 tier=medium moves=5 avg=16.5 min=10 conc=0.45
CORD,MINT  # score=7 tier=medium moves=5 avg=13.7 min=11 conc=0.4
CORD,FITS  # score=7 tier=medium moves=5 avg=16.8 min=11 conc=0.45
CORD,RIMS  # score=7 tier=medium moves=5 avg=20.8 min=14 conc=0.43
CORD,BINS  # score=7 tier=medium moves=5 avg=15.3 min=11 conc=0.41
CORD,HATH  # score=7 tier=medium moves=5 avg=18.3 min=11 conc=0.49
CORD,RANK  # score=7 tier=medium moves=5 avg=13 min=10 conc=0.46
CORD,HEAP  # score=7 tier=medium moves=5 avg=11.8 min=9 conc=0.42
CORD,TANG  # score=7 tier=medium moves=5 avg=14.2 min=10 conc=0.52
CORD,BEAN  # score=7 tier=medium moves=5 avg=13 min=10 conc=0.43
CORD,HEAR  # score=7 tier=medium moves=5 avg=13.5 min=10 conc=0.45
CORD,LESS  # score=7 tier=medium moves=5 avg=17 min=10 conc=0.48
CORE,RANK  # score=7 tier=medium moves=5 avg=22.2 min=13 conc=0.46
CORE,WHAT  # score=7 tier=medium moves=5 avg=17.7 min=10 conc=0.44
CORE,NESS  # score=7 tier=medium moves=5 avg=19.3 min=9 conc=0.47
CORE,LEAK  # score=7 tier=medium moves=5 avg=17.3 min=10 conc=0.45
CORE,MEAD  # score=7 tier=medium moves=5 avg=17.2 min=10 conc=0.43
CORK,LUST  # score=7 tier=medium moves=5 avg=13.3 min=9 conc=0.46
CORK,HIST  # score=7 tier=medium moves=5 avg=13 min=9 conc=0.47
CORK,LIST  # score=7 tier=medium moves=5 avg=13.7 min=9 conc=0.45
CORK,MEAD  # score=7 tier=medium moves=5 avg=12.3 min=10 conc=0.43
CORN,DING  # score=7 tier=medium moves=5 avg=19.7 min=8 conc=0.47
CORN,PHAT  # score=7 tier=medium moves=5 avg=12.5 min=8 conc=0.49
CORN,RANK  # score=7 tier=medium moves=5 avg=16.5 min=13 conc=0.45
CORN,BIND  # score=7 tier=medium moves=5 avg=15.2 min=8 conc=0.43
CORN,BIKE  # score=7 tier=medium moves=5 avg=17.8 min=13 conc=0.47
CORN,BITS  # score=7 tier=medium moves=5 avg=22 min=13 conc=0.45
CORY,TEND  # score=7 tier=medium moves=5 avg=17.8 min=12 conc=0.47
CORY,LAMA  # score=7 tier=medium moves=5 avg=22.3 min=8 conc=0.4
COST,SACK  # score=7 tier=medium moves=5 avg=16.5 min=10 conc=0.47
COST,MANA  # score=7 tier=medium moves=5 avg=18.7 min=10 conc=0.43
COTE,BEEN  # score=7 tier=medium moves=5 avg=22.2 min=12 conc=0.46
COTE,LEAD  # score=7 tier=medium moves=5 avg=18.5 min=10 conc=0.42
COTE,CHOW  # score=7 tier=medium moves=5 avg=12.8 min=7 conc=0.37
COTE,THAT  # score=7 tier=medium moves=5 avg=15.8 min=10 conc=0.44
COTE,CHAD  # score=7 tier=medium moves=5 avg=15.8 min=10 conc=0.46
COTE,TEND  # score=7 tier=medium moves=5 avg=19.5 min=12 conc=0.48
COTS,RANK  # score=7 tier=medium moves=5 avg=23.8 min=13 conc=0.45
COTS,BEAN  # score=7 tier=medium moves=5 avg=21.5 min=12 conc=0.47
COTS,BIRD  # score=7 tier=medium moves=5 avg=24 min=8 conc=0.42
CROP,LUCK  # score=7 tier=medium moves=5 avg=13.7 min=8 conc=0.52
CROP,POLO  # score=7 tier=medium moves=5 avg=11.7 min=8 conc=0.43
CROP,RODE  # score=7 tier=medium moves=5 avg=13.8 min=8 conc=0.41
CROP,CARE  # score=7 tier=medium moves=5 avg=14.5 min=8 conc=0.47
CROP,CAKE  # score=7 tier=medium moves=5 avg=14.7 min=8 conc=0.44
CROP,CURE  # score=7 tier=medium moves=5 avg=16.7 min=8 conc=0.4
CROP,BITS  # score=7 tier=medium moves=5 avg=11.5 min=8 conc=0.54
CROP,LAMA  # score=7 tier=medium moves=5 avg=10.3 min=8 conc=0.48
CROP,TONE  # score=7 tier=medium moves=5 avg=14.8 min=8 conc=0.41
CROP,BINS  # score=7 tier=medium moves=5 avg=12 min=8 conc=0.55
CROP,FAIL  # score=7 tier=medium moves=5 avg=12.8 min=8 conc=0.49
CROP,LAMB  # score=7 tier=medium moves=5 avg=10.3 min=8 conc=0.48
CROP,DAME  # score=7 tier=medium moves=5 avg=11.8 min=8 conc=0.5
CROW,FOIL  # score=7 tier=medium moves=5 avg=11.8 min=8 conc=0.46
CROW,CAME  # score=7 tier=medium moves=5 avg=12.7 min=8 conc=0.46
CROW,WORK  # score=7 tier=medium moves=5 avg=12.3 min=8 conc=0.47
CROW,SOIL  # score=7 tier=medium moves=5 avg=11.7 min=8 conc=0.51
CUBE,PEAS  # score=7 tier=medium moves=5 avg=18.3 min=8 conc=0.44
CUBE,WOOD  # score=7 tier=medium moves=5 avg=17.5 min=8 conc=0.46
CUBE,BOOK  # score=7 tier=medium moves=5 avg=17.5 min=8 conc=0.47
CUBE,FOND  # score=7 tier=medium moves=5 avg=17.3 min=8 conc=0.43
CUES,PING  # score=7 tier=medium moves=5 avg=19.3 min=14 conc=0.41
CUES,PINK  # score=7 tier=medium moves=5 avg=19.7 min=14 conc=0.42
CUPS,HERD  # score=7 tier=medium moves=5 avg=20.3 min=12 conc=0.47
CURB,LIMP  # score=7 tier=medium moves=5 avg=12.2 min=9 conc=0.65
CURE,HOOD  # score=7 tier=medium moves=5 avg=18.2 min=12 conc=0.47
CURE,COAL  # score=7 tier=medium moves=5 avg=18 min=7 conc=0.4
CURL,SITH  # score=7 tier=medium moves=5 avg=15.5 min=8 conc=0.44
CUTE,POOL  # score=7 tier=medium moves=5 avg=17.2 min=11 conc=0.41
CUTE,SOON  # score=7 tier=medium moves=5 avg=16.3 min=8 conc=0.48
CUTE,CROP  # score=7 tier=medium moves=5 avg=13.5 min=8 conc=0.39
CUTE,NOON  # score=7 tier=medium moves=5 avg=16.2 min=8 conc=0.49
CUTE,CHOP  # score=7 tier=medium moves=5 avg=13.7 min=8 conc=0.38
CUTS,DIRT  # score=7 tier=medium moves=5 avg=19.8 min=9 conc=0.46
DALE,HEAD  # score=7 tier=medium moves=5 avg=18.5 min=12 conc=0.45
DALE,NEAT  # score=7 tier=medium moves=5 avg=16.2 min=12 conc=0.47
DAME,LOOP  # score=7 tier=medium moves=5 avg=16 min=8 conc=0.45
DAME,GOLD  # score=7 tier=medium moves=5 avg=19.3 min=14 conc=0.48
DAME,SOFT  # score=7 tier=medium moves=5 avg=17 min=7 conc=0.47
DAME,MEAT  # score=7 tier=medium moves=5 avg=17.3 min=12 conc=0.47
DAME,HOOP  # score=7 tier=medium moves=5 avg=15.7 min=8 conc=0.44
DAMP,LOOK  # score=7 tier=medium moves=5 avg=11.5 min=8 conc=0.55
DAMP,TOOL  # score=7 tier=medium moves=5 avg=11.3 min=8 conc=0.5
DAMP,CORY  # score=7 tier=medium moves=5 avg=15.8 min=8 conc=0.48
DAMP,COLD  # score=7 tier=medium moves=5 avg=11.3 min=8 conc=0.5
DAMP,BOOK  # score=7 tier=medium moves=5 avg=12.8 min=8 conc=0.53
DAMP,HERD  # score=7 tier=medium moves=5 avg=12.3 min=10 conc=0.62
DAMP,DULL  # score=7 tier=medium moves=5 avg=12.7 min=8 conc=0.64
DAMP,KIRK  # score=7 tier=medium moves=5 avg=13.7 min=7 conc=0.46
DAMP,WAIT  # score=7 tier=medium moves=5 avg=13.7 min=10 conc=0.57
DAMP,CROW  # score=7 tier=medium moves=5 avg=10.3 min=8 conc=0.51
DAMP,LORD  # score=7 tier=medium moves=5 avg=13.5 min=10 conc=0.57
DARE,LEND  # score=7 tier=medium moves=5 avg=21.3 min=12 conc=0.44
DARE,HOOD  # score=7 tier=medium moves=5 avg=18 min=12 conc=0.47
DARE,TOOK  # score=7 tier=medium moves=5 avg=21.5 min=13 conc=0.47
DARE,WOOL  # score=7 tier=medium moves=5 avg=17.7 min=8 conc=0.47
DARK,FELT  # score=7 tier=medium moves=5 avg=14.8 min=9 conc=0.48
DARN,MOLD  # score=7 tier=medium moves=5 avg=15.7 min=11 conc=0.47
DARN,LIED  # score=7 tier=medium moves=5 avg=11.3 min=8 conc=0.47
DARN,REGS  # score=7 tier=medium moves=5 avg=21.5 min=13 conc=0.48
DARN,TEND  # score=7 tier=medium moves=5 avg=16.3 min=12 conc=0.49
DARN,SONS  # score=7 tier=medium moves=5 avg=22 min=13 conc=0.42
DARN,BEAD  # score=7 tier=medium moves=5 avg=16.5 min=13 conc=0.44
DARN,SINS  # score=7 tier=medium moves=5 avg=22.8 min=13 conc=0.44
DART,TOLD  # score=7 tier=medium moves=5 avg=16.7 min=14 conc=0.49
DART,BEAD  # score=7 tier=medium moves=5 avg=15.3 min=12 conc=0.47
DART,TOLL  # score=7 tier=medium moves=5 avg=17.8 min=15 conc=0.48
DART,COAL  # score=7 tier=medium moves=5 avg=15.2 min=7 conc=0.45
DART,LOAD  # score=7 tier=medium moves=5 avg=15.5 min=10 conc=0.46
DATE,FELT  # score=7 tier=medium moves=5 avg=18 min=9 conc=0.47
DATE,LEAD  # score=7 tier=medium moves=5 avg=18.8 min=12 conc=0.48
DAWN,WIDE  # score=7 tier=medium moves=5 avg=17.8 min=11 conc=0.47
DAWN,WINE  # score=7 tier=medium moves=5 avg=19.3 min=11 conc=0.46
DAWN,BEND  # score=7 tier=medium moves=5 avg=16.2 min=11 conc=0.46
DAWN,BOND  # score=7 tier=medium moves=5 avg=15.3 min=11 conc=0.42
DAWN,WIND  # score=7 tier=medium moves=5 avg=14.8 min=11 conc=0.46
DAWN,SITE  # score=7 tier=medium moves=5 avg=17.7 min=11 conc=0.47
DAWN,BITE  # score=7 tier=medium moves=5 avg=18.5 min=11 conc=0.47
DAYS,TONY  # score=7 tier=medium moves=5 avg=22 min=12 conc=0.47
DAYS,FIRE  # score=7 tier=medium moves=5 avg=25.8 min=19 conc=0.44
DEAD,LONE  # score=7 tier=medium moves=5 avg=16 min=12 conc=0.45
DEAD,GONE  # score=7 tier=medium moves=5 avg=14.7 min=12 conc=0.49
DEAD,SLIM  # score=7 tier=medium moves=5 avg=11.8 min=9 conc=0.41
DEAD,RARE  # score=7 tier=medium moves=5 avg=16.3 min=12 conc=0.47
DEAD,COLA  # score=7 tier=medium moves=5 avg=14 min=12 conc=0.43
DEAD,HIKE  # score=7 tier=medium moves=5 avg=13.2 min=12 conc=0.51
DEAD,CANS  # score=7 tier=medium moves=5 avg=17.8 min=12 conc=0.42
DEAD,LACE  # score=7 tier=medium moves=5 avg=16.7 min=12 conc=0.45
DEAD,BUSH  # score=7 tier=medium moves=5 avg=14.8 min=12 conc=0.49
DEAD,GORE  # score=7 tier=medium moves=5 avg=15 min=10 conc=0.48
DEAD,BIDS  # score=7 tier=medium moves=5 avg=13.3 min=11 conc=0.49
DEAD,BALM  # score=7 tier=medium moves=5 avg=13.5 min=10 conc=0.44
DEAD,BAKE  # score=7 tier=medium moves=5 avg=17.3 min=12 conc=0.44
DEAD,HIDE  # score=7 tier=medium moves=5 avg=13.2 min=12 conc=0.52
DEAD,HOSE  # score=7 tier=medium moves=5 avg=15.5 min=12 conc=0.43
DEAD,CARS  # score=7 tier=medium moves=5 avg=17.3 min=12 conc=0.45
DEAD,LAME  # score=7 tier=medium moves=5 avg=17.3 min=12 conc=0.45
DEAD,BATE  # score=7 tier=medium moves=5 avg=18.3 min=12 conc=0.43
DEAD,DARE  # score=7 tier=medium moves=5 avg=17 min=12 conc=0.46
DEAD,GALL  # score=7 tier=medium moves=5 avg=15.8 min=12 conc=0.47
DEAD,BIOS  # score=7 tier=medium moves=5 avg=11.5 min=8 conc=0.55
DEAD,DART  # score=7 tier=medium moves=5 avg=15.2 min=12 conc=0.47
DEAD,POLY  # score=7 tier=medium moves=5 avg=13.2 min=11 conc=0.43
DEAL,BANG  # score=7 tier=medium moves=5 avg=16.3 min=12 conc=0.47
DEAL,BROS  # score=7 tier=medium moves=5 avg=13 min=8 conc=0.47
DEAN,SAND  # score=7 tier=medium moves=5 avg=13.5 min=11 conc=0.53
DEAN,HIRE  # score=7 tier=medium moves=5 avg=12.8 min=11 conc=0.51
DEAN,BETH  # score=7 tier=medium moves=5 avg=15.7 min=7 conc=0.49
DEAN,HAND  # score=7 tier=medium moves=5 avg=14.2 min=11 conc=0.47
DEAN,SLIM  # score=7 tier=medium moves=5 avg=12 min=9 conc=0.45
DEAN,FLEA  # score=7 tier=medium moves=5 avg=13 min=8 conc=0.56
DEAN,FLEE  # score=7 tier=medium moves=5 avg=13.3 min=10 conc=0.54
DEAR,GRAB  # score=7 tier=medium moves=5 avg=13.5 min=8 conc=0.57
DEAR,KERN  # score=7 tier=medium moves=5 avg=13.7 min=8 conc=0.51
